"zipcode","neighbour"
"69153","69150"
"69154","69351"
"69154","69122"
"69154","69129"
"69154","69147"
"69154","69148"
"69154","69149"
"69155","69165"
"69155","69153"
"69155","69121"
"69155","69134"
"69155","69144"
"69155","69150"
"69156","69162"
"69156","69336"
"69156","69345"
"69156","69131"
"69156","69133"
"69156","69141"
"69156","69145"
"69157","69210"
"69157","68821"
"69157","68833"
"69157","69135"
"69157","69142"
"69341","69334"
"69341","69345"
"69341","69352"
"69341","69355"
"69341","69357"
"69341","69361"
"69341","69356"
"69350","69333"
"69350","69366"
"69350","69121"
"69351","69301"
"69351","69333"
"69351","69335"
"69351","69340"
"69351","69343"
"69351","69347"
"69351","69360"
"69351","69154"
"69351","69147"
"69351","69148"
"69356","69301"
"69356","69334"
"69356","69348"
"69356","69355"
"69356","69361"
"69356","69341"
"67484","67467"
"67484","67401"
"67484","67418"
"67484","67422"
"67484","67423"
"67484","67425"
"67485","67648"
"67485","67473"
"67485","67430"
"67485","67437"
"67485","67452"
"67487","66441"
"67487","67410"
"67487","67431"
"67487","67432"
"67487","67458"
"67490","67525"
"67490","67544"
"67490","67634"
"67490","67481"
"67490","67439"
"67490","67450"
"67490","67459"
"67491","67546"
"67491","67460"
"67491","67464"
"67491","67457"
"67492","66441"
"67492","66872"
"67492","67431"
"67492","67449"
"67492","67451"
"67572","67515"
"67572","67521"
"67572","67560"
"67572","67631"
"67572","67637"
"67572","67656"
"67572","67672"
"67572","67584"
"67573","67512"
"67573","67524"
"67573","67526"
"67573","67554"
"67573","67578"
"67573","67579"
"03077","03290"
"03077","03034"
"03077","03036"
"03077","03037"
"03077","03042"
"03077","03044"
"03079","01832"
"03079","01844"
"03079","03076"
"03079","03087"
"03079","03811"
"03079","03038"
"03082","03084"
"03082","03086"
"03082","03043"
"03082","03047"
"03082","03055"
"03082","03057"
"03082","03070"
"03084","03458"
"03084","03071"
"03084","03082"
"03084","03086"
"03084","03047"
"03084","03048"
"03086","03082"
"03086","03084"
"03086","03048"
"03086","03055"
"03087","03076"
"03087","03079"
"03087","03038"
"03087","03051"
"03087","03053"
"03101","03102"
"03101","03103"
"03101","03104"
"03102","03101"
"03102","03103"
"03102","03104"
"03102","03106"
"03102","03110"
"03102","03045"
"03103","03101"
"03103","03102"
"03103","03104"
"03103","03109"
"03103","03110"
"03103","03052"
"03103","03053"
"03103","03054"
"03104","03101"
"03104","03102"
"03104","03103"
"03104","03106"
"03104","03109"
"03104","03032"
"03106","03102"
"03106","03104"
"03106","03275"
"03106","03304"
"03106","03032"
"03106","03034"
"03106","03045"
"03106","03046"
"03109","03103"
"03109","03104"
"03109","03032"
"03109","03053"
"10032","10031"
"10032","10033"
"10032","10034"
"10032","10039"
"10033","10032"
"10033","10034"
"10033","10039"
"10033","10040"
"10034","10032"
"10034","10033"
"10034","10040"
"10035","10026"
"10035","10027"
"10035","10029"
"10035","10037"
"10036","10110"
"10036","10173"
"10036","10016"
"10036","10017"
"10036","10018"
"10036","10019"
"10036","10020"
"10037","10027"
"10037","10030"
"10037","10035"
"10037","10039"
"10038","10002"
"10038","10004"
"10038","10005"
"10038","10006"
"10038","10007"
"10038","10013"
"10039","10030"
"10039","10031"
"10039","10032"
"10039","10033"
"10039","10037"
"10040","10033"
"10040","10034"
"48654","48635"
"48654","48636"
"48654","48647"
"48654","48661"
"48655","48601"
"48655","48609"
"48655","48614"
"48655","48616"
"48655","48847"
"48655","48626"
"48655","48637"
"48655","48417"
"48655","48457"
"48655","48662"
"39455","39573"
"39455","39577"
"39455","39425"
"39455","39429"
"39455","39482"
"39455","39470"
"39455","39475"
"42240","42345"
"42240","42215"
"42240","42217"
"42240","42220"
"42240","42232"
"42240","42236"
"42240","42262"
"42240","42266"
"42254","42236"
"39456","39577"
"39456","39423"
"39456","39451"
"39456","39452"
"39456","39461"
"48656","48624"
"48656","48651"
"48656","48653"
"48656","48661"
"42256","42324"
"42256","42339"
"42256","42345"
"42256","42220"
"42256","42261"
"42256","42276"
"42256","42280"
"42259","42127"
"42259","42160"
"42259","42729"
"42259","42749"
"42259","42207"
"42259","42210"
"42259","42285"
"39459","39437"
"39459","39479"
"39459","39465"
"39459","39401"
"39461","39451"
"39461","39456"
"48657","48612"
"48657","48618"
"48657","48628"
"48657","48640"
"48657","48883"
"48657","48642"
"39462","39423"
"39462","39425"
"39462","39465"
"39462","39476"
"39462","39401"
"39464","39437"
"39464","39443"
"39464","39465"
"39464","39476"
"42261","42101"
"42261","42721"
"42261","42320"
"42261","42333"
"42261","42339"
"42261","42349"
"42261","42206"
"42261","42256"
"42261","42273"
"42261","42274"
"42261","42275"
"42261","42276"
"48658","48613"
"48658","48650"
"48658","48659"
"48658","48703"
"48658","48749"
"42262","42223"
"42262","42236"
"42262","42240"
"42262","42266"
"42262","42286"
"42262","37040"
"42262","37042"
"42265","42202"
"42265","42204"
"42265","42220"
"42265","42276"
"42265","37172"
"48659","48756"
"48659","48766"
"48659","48610"
"48659","48613"
"48659","48658"
"48659","48749"
"42266","42220"
"42266","42240"
"42266","42262"
"42266","42286"
"42273","42320"
"42273","42337"
"42273","42339"
"42273","42261"
"42274","42101"
"42274","42170"
"42274","42206"
"42274","42261"
"42275","42101"
"42275","42721"
"42275","42210"
"42275","42261"
"39465","39437"
"39465","39459"
"39465","39462"
"39465","39464"
"39465","39476"
"39465","39401"
"48661","48756"
"48661","48610"
"48661","48624"
"48661","48635"
"48661","48636"
"48661","48653"
"48661","48654"
"48661","48656"
"48662","48615"
"48662","48847"
"48662","48637"
"48662","48640"
"48662","48655"
"42276","42134"
"42276","42202"
"42276","42206"
"42276","42220"
"42276","42256"
"42276","42261"
"42276","42265"
"48667","48640"
"42280","42220"
"42280","42256"
"42285","42207"
"42285","42210"
"42285","42259"
"39466","39556"
"39466","39573"
"39466","39426"
"39466","70452"
"49436","49420"
"49436","49449"
"49436","49455"
"37072","37115"
"37072","37073"
"37072","37207"
"37072","37075"
"37072","37080"
"37072","37188"
"37072","37189"
"43062","43105"
"43062","43046"
"43062","43054"
"43062","43147"
"43062","43023"
"43062","43025"
"43062","43031"
"43062","43033"
"43062","43001"
"43062","43004"
"43062","43068"
"59631","59701"
"59631","59711"
"59631","59601"
"59631","59722"
"59631","59728"
"59631","59632"
"59631","59634"
"37073","37072"
"37073","37172"
"37073","37080"
"37073","37188"
"20109","20110"
"20109","20111"
"20109","20120"
"20109","20121"
"20109","20136"
"20109","20143"
"20109","20152"
"20109","20155"
"49437","49461"
"49437","49425"
"49437","49446"
"49437","49452"
"49437","49455"
"49437","49457"
"62061","62025"
"62061","62249"
"62061","62001"
"62061","62281"
"62062","62034"
"62062","62234"
"62062","62294"
"53913","53951"
"53913","53959"
"53913","53961"
"53913","53965"
"53913","53561"
"53913","53578"
"53913","53901"
"62063","62030"
"62063","62630"
"62063","62079"
"62063","62081"
"62063","62685"
"62063","62052"
"62063","62054"
"62065","62027"
"62065","62045"
"62065","62047"
"62065","62053"
"62067","62025"
"62067","62097"
"62067","62010"
"62067","62021"
"62069","62023"
"62069","62033"
"62069","62074"
"62069","62088"
"62069","62091"
"62069","62009"
"62069","62056"
"24168","24055"
"24168","24089"
"24171","27030"
"24171","27046"
"24171","27053"
"24171","24055"
"24171","27022"
"24171","24165"
"24171","24185"
"24171","24076"
"24171","24082"
"24171","24088"
"24171","24120"
"24171","24133"
"24174","24064"
"24174","24523"
"24174","24179"
"24174","24121"
"24174","24122"
"24175","24064"
"24175","24070"
"24175","24153"
"24175","24077"
"24175","24083"
"24175","24090"
"24175","24127"
"24175","24012"
"24175","24019"
"24176","24137"
"24176","24184"
"24176","24092"
"24176","24121"
"24179","24064"
"24179","24174"
"24179","24095"
"24179","24101"
"24179","24121"
"24179","24012"
"24179","24013"
"24179","24014"
"24184","24065"
"24184","24151"
"24184","24176"
"24184","24092"
"24184","24101"
"24184","24121"
"24185","24171"
"24185","24088"
"24185","24091"
"24185","24120"
"24201","37620"
"24201","24202"
"24202","37617"
"24202","37620"
"24202","24201"
"24202","24210"
"24202","24211"
"24202","24258"
"24202","24270"
"24210","24609"
"24210","24202"
"24210","24211"
"24210","24266"
"24210","24270"
"24210","24361"
"24210","24370"
"24211","37620"
"24211","24202"
"24211","24210"
"24211","24236"
"24211","24361"
"24216","24219"
"24216","24265"
"24216","24273"
"24216","40823"
"24216","40826"
"24216","40843"
"24216","40855"
"24216","40862"
"24217","24220"
"24217","24225"
"24217","24237"
"24217","24239"
"24217","24256"
"24217","24260"
"24217","24656"
"24219","24216"
"24219","24230"
"24219","24243"
"24219","24244"
"24219","24246"
"24219","24265"
"24219","24273"
"24220","24217"
"24220","24226"
"24220","24237"
"24220","24256"
"24220","24656"
"24221","37765"
"24221","37869"
"24221","24244"
"24221","24263"
"24224","24225"
"24224","24230"
"24224","24237"
"24224","24245"
"24224","24266"
"24224","24271"
"24224","24283"
"24225","24217"
"24225","24224"
"24225","24237"
"24225","24260"
"24225","24266"
"24226","24220"
"24226","24228"
"24226","24237"
"24226","24256"
"24226","24269"
"24226","24272"
"24228","41512"
"24228","41522"
"24228","41537"
"24228","41563"
"24228","24226"
"24228","24230"
"24228","24256"
"24228","24269"
"24228","24279"
"24230","24219"
"24230","24224"
"24230","24228"
"24230","24244"
"24230","24245"
"24230","24269"
"24230","24272"
"24230","24273"
"24230","24279"
"24230","24283"
"24230","24293"
"24236","37620"
"24236","37680"
"24236","37688"
"24236","24211"
"24236","24292"
"24236","24319"
"24236","24340"
"24236","24361"
"24236","24378"
"24237","24217"
"24237","24220"
"24237","24224"
"24237","24225"
"24237","24226"
"24237","24256"
"24237","24272"
"24237","24283"
"24239","24217"
"24239","24260"
"24239","24656"
"24243","24219"
"24243","24244"
"24243","24265"
"24243","24277"
"24244","37731"
"24244","37765"
"24244","37873"
"24244","24219"
"24244","24221"
"24244","24230"
"24244","24243"
"24244","24245"
"24244","24250"
"24244","24251"
"24244","24263"
"24244","24277"
"24245","24224"
"24245","24230"
"24245","24244"
"24245","24250"
"24245","24251"
"24245","24271"
"01431","01420"
"01431","01430"
"01431","03071"
"01431","03048"
"01431","01462"
"01431","01474"
"01432","01434"
"01432","01450"
"01432","01451"
"01432","01460"
"01432","01464"
"01434","01432"
"01434","01451"
"01434","01464"
"01434","01523"
"01436","01331"
"01436","01368"
"01436","01440"
"01436","01468"
"01436","01475"
"01438","01440"
"01438","01468"
"01440","01430"
"01440","01436"
"01440","01438"
"01440","01452"
"01440","01468"
"01440","01473"
"01440","01475"
"01450","01827"
"01450","01879"
"01450","01886"
"01450","01432"
"01450","01460"
"01450","01463"
"01450","01464"
"01450","01469"
"44250","44312"
"44251","44273"
"44253","44256"
"44253","44275"
"44253","44044"
"44253","44090"
"23651","23503"
"23651","23663"
"23651","23664"
"44254","44214"
"44254","44256"
"44254","44273"
"44254","44275"
"44254","44287"
"44254","44235"
"62522","62523"
"62522","62526"
"62522","62537"
"62522","62547"
"62522","62551"
"62522","62573"
"62522","62513"
"62522","62521"
"62523","62522"
"62523","62521"
"23661","23666"
"23661","23669"
"23661","23605"
"23661","23607"
"44255","44202"
"44255","44023"
"44255","44266"
"44255","44288"
"44255","44231"
"44255","44234"
"44255","44241"
"23662","23664"
"23662","23665"
"23662","23666"
"23662","23669"
"23662","23692"
"23662","23693"
"23663","23651"
"23663","23664"
"23663","23669"
"95816","95811"
"95816","95817"
"95816","95818"
"95816","95819"
"95817","95816"
"95817","95818"
"95817","95819"
"95817","95820"
"95818","95691"
"95818","95811"
"95818","95814"
"95818","95816"
"95818","95817"
"95818","95820"
"95818","95822"
"95819","95825"
"95819","95826"
"95819","95811"
"95819","95815"
"95819","95816"
"95819","95817"
"95819","95820"
"95820","95826"
"95820","95817"
"95820","95818"
"95820","95819"
"95820","95822"
"95820","95824"
"95821","95825"
"95821","95838"
"95821","95841"
"95821","95864"
"95821","95815"
"95821","95608"
"95821","95660"
"95822","95831"
"95822","95832"
"95822","95691"
"95822","95818"
"95822","95820"
"95822","95823"
"95822","95824"
"95823","95828"
"95823","95832"
"95823","95758"
"95823","95822"
"95823","95824"
"62644","61441"
"62644","61501"
"62644","61542"
"62644","61543"
"62644","61546"
"62644","61567"
"62644","62633"
"62644","62655"
"62644","62617"
"44427","44423"
"44427","44651"
"44427","43945"
"44427","43962"
"44427","44625"
"62649","62044"
"62649","62626"
"62649","62630"
"62649","62674"
"44428","44003"
"44428","44404"
"44428","44417"
"44428","44418"
"44428","44076"
"44428","44093"
"44428","16125"
"44428","16134"
"23837","23829"
"23837","23851"
"23837","23874"
"23837","23878"
"23837","23890"
"23837","23897"
"44429","44401"
"44429","44411"
"44429","44412"
"44429","44444"
"44430","44444"
"44430","44470"
"44430","44481"
"44430","44485"
"23838","23112"
"23838","23120"
"23838","23831"
"23838","23832"
"23838","23833"
"23838","23834"
"23838","23803"
"23838","23002"
"44431","44408"
"44431","44432"
"44431","44460"
"44431","44490"
"23839","23881"
"23839","23888"
"23839","23846"
"23839","23890"
"23840","23833"
"23840","23841"
"23840","23850"
"23840","23872"
"62650","62621"
"62650","62628"
"62650","62631"
"62650","62638"
"62650","62668"
"62650","62691"
"62650","62694"
"62650","62695"
"62650","62601"
"62650","62611"
"62650","62612"
"44432","43920"
"44432","43968"
"44432","44408"
"44432","44423"
"44432","44431"
"44432","44445"
"44432","44455"
"44432","44460"
"44432","43945"
"23841","23882"
"23841","23885"
"23841","23830"
"23841","23833"
"23841","23840"
"23841","23872"
"23841","23803"
"23841","23805"
"62655","62627"
"62655","62633"
"62655","62644"
"62655","62673"
"62655","62675"
"62655","62617"
"44436","44514"
"44436","44405"
"44436","44425"
"44436","44442"
"44436","44471"
"44436","44505"
"44436","16112"
"44436","16116"
"44436","16132"
"44436","16140"
"44436","16143"
"44436","16155"
"44436","16159"
"44437","44509"
"44437","44515"
"44437","44420"
"44437","44440"
"44437","44446"
"44438","44403"
"44438","44404"
"44438","44425"
"44438","16121"
"44438","16146"
"44438","16148"
"44438","16150"
"44438","16159"
"44439","44450"
"44439","44062"
"23842","23881"
"23842","23830"
"23842","23860"
"23842","23875"
"23842","23805"
"23842","23890"
"23842","23891"
"44440","44515"
"44440","44420"
"44440","44437"
"44440","44446"
"44440","44451"
"44440","44481"
"23843","23889"
"23843","23868"
"23843","23821"
"44441","43920"
"44441","44413"
"44441","44455"
"44441","16115"
"23844","23827"
"23844","23828"
"23844","23829"
"23844","23847"
"44442","44514"
"44442","44436"
"44442","44443"
"44442","44454"
"44442","16112"
"23845","27850"
"23845","23893"
"23845","23919"
"23845","23920"
"23845","23950"
"44443","44514"
"44443","44408"
"44443","44413"
"44443","44442"
"44443","44445"
"44443","44452"
"44443","44454"
"23846","23881"
"23846","23883"
"23846","23888"
"23846","23839"
"23846","23866"
"23846","23430"
"44444","44412"
"44444","44429"
"44444","44430"
"44444","44451"
"44444","44470"
"44444","44481"
"44444","44266"
"44444","44288"
"62656","61723"
"62656","62634"
"62656","62643"
"62656","62666"
"62656","62671"
"62656","62548"
"62656","61751"
"62656","62512"
"62656","62518"
"44445","44408"
"44445","44413"
"44445","44432"
"44445","44443"
"44445","44455"
"62661","62629"
"62661","62670"
"62661","62692"
"62661","62615"
"62663","62082"
"62663","62668"
"62664","61532"
"62664","61534"
"62664","62633"
"62664","62642"
"62664","62666"
"62664","62671"
"62664","62675"
"62664","62682"
"44446","44420"
"44446","44437"
"44446","44440"
"44446","44473"
"44446","44481"
"44446","44483"
"44446","44484"
"62665","62621"
"62665","62628"
"62665","62611"
"62665","62378"
"62665","62323"
"62665","62340"
"44449","44201"
"44449","44401"
"44449","44411"
"44449","44601"
"44449","44609"
"62666","62634"
"62666","62642"
"62666","62656"
"62666","62664"
"62666","62671"
"62666","62613"
"83612","97840"
"83612","97842"
"83612","83643"
"83612","83549"
"83612","83610"
"83612","83654"
"98407","98335"
"98407","98403"
"98407","98406"
"98408","98418"
"98408","98444"
"98408","98445"
"98408","98499"
"98408","98404"
"98408","98409"
"83615","83638"
"83615","83611"
"98409","98418"
"98409","98444"
"98409","98465"
"98409","98466"
"98409","98467"
"98409","98499"
"98409","98402"
"98409","98405"
"98409","98408"
"98416","98406"
"32569","32566"
"32569","32544"
"32569","32548"
"32570","32564"
"32570","32565"
"32570","32571"
"32570","32583"
"32570","32531"
"32570","36426"
"32570","36483"
"32571","32565"
"32571","32570"
"32571","32577"
"32571","32583"
"32571","32533"
"32577","32565"
"32577","32568"
"32577","32571"
"32577","32533"
"32577","36567"
"32578","32580"
"32578","32439"
"32578","32542"
"32579","32580"
"32579","32542"
"32579","32547"
"32579","32548"
"32580","32578"
"32580","32579"
"32580","32542"
"32583","32564"
"32583","32570"
"32583","32571"
"32583","32530"
"32601","32641"
"32601","32667"
"32601","32603"
"32601","32605"
"32601","32608"
"32601","32609"
"32601","32612"
"32603","32601"
"32603","32605"
"32603","32607"
"32603","32608"
"32603","32612"
"32605","32653"
"32605","32601"
"32605","32603"
"32605","32606"
"32605","32607"
"32605","32609"
"32606","32653"
"32606","32669"
"32606","32605"
"32606","32607"
"32606","32615"
"32607","32669"
"32607","32618"
"32607","32603"
"32607","32605"
"32607","32606"
"32607","32608"
"32607","32612"
"32608","32667"
"32608","32618"
"32608","32601"
"32608","32603"
"32608","32607"
"32608","32612"
"32609","32640"
"32609","32641"
"32609","32653"
"32609","32658"
"32609","32694"
"32609","32622"
"32609","32601"
"32609","32605"
"32609","32044"
"32612","32601"
"32612","32603"
"32612","32607"
"32612","32608"
"32615","32643"
"32615","32653"
"32615","32658"
"32615","32669"
"32615","32697"
"32615","32622"
"32615","32606"
"32615","32616"
"32615","32054"
"32615","32025"
"32616","32615"
"32617","34479"
"32617","34488"
"32617","34475"
"32617","32113"
"32617","32134"
"55075","55055"
"55075","55076"
"55075","55077"
"55075","55107"
"55075","55118"
"55075","55119"
"55076","55055"
"55076","55068"
"55076","55071"
"55076","55075"
"55076","55077"
"55076","55016"
"55077","55068"
"55077","55075"
"55077","55076"
"55077","55118"
"55077","55121"
"55077","55123"
"55079","55040"
"55079","55056"
"55079","55092"
"55079","55013"
"55079","55005"
"29160","29053"
"29160","29061"
"29160","29112"
"29160","29123"
"29160","29135"
"29160","29137"
"29161","29069"
"29161","29080"
"29161","29114"
"29161","29501"
"29161","29532"
"29161","29541"
"29161","29550"
"29161","29591"
"29162","29051"
"29162","29080"
"29162","29111"
"29162","29114"
"29162","29560"
"29163","29048"
"29163","29059"
"29163","29142"
"29163","29148"
"29164","29006"
"29164","29070"
"29164","29123"
"29164","29137"
"29164","29146"
"29164","29805"
"29166","29006"
"29166","29129"
"29166","29138"
"29166","29832"
"29168","29044"
"29168","29062"
"29168","29125"
"29168","29135"
"29168","29154"
"29169","29033"
"29169","29072"
"29169","29073"
"29169","29170"
"29169","29201"
"29169","29210"
"29170","29033"
"29170","29053"
"29170","29073"
"29170","29169"
"29170","29172"
"29172","29033"
"29172","29053"
"29172","29170"
"29172","29209"
"29175","29020"
"29175","29067"
"29178","29325"
"29178","29015"
"29178","29031"
"29178","29108"
"29178","29126"
"29178","29355"
"29178","29379"
"29180","29014"
"29180","29015"
"29180","29016"
"29180","29055"
"29180","29058"
"29180","29063"
"29180","29065"
"29180","29074"
"29180","29075"
"29180","29130"
"29180","29203"
"29201","29033"
"29201","29169"
"29201","29202"
"29201","29203"
"29201","29204"
"29201","29205"
"29201","29208"
"29201","29209"
"29201","29210"
"29201","29225"
"29202","29201"
"29202","29205"
"56748","56750"
"56748","56754"
"56748","56701"
"56748","56715"
"56748","56742"
"56750","56748"
"56750","56754"
"56750","56701"
"56750","56715"
"56750","56716"
"56750","56722"
"56750","56736"
"29203","29016"
"29203","29063"
"29203","29147"
"29203","29180"
"29203","29201"
"29203","29204"
"29203","29210"
"29203","29212"
"29203","29223"
"29203","29229"
"56751","56756"
"56751","56761"
"56751","56763"
"56751","56714"
"56751","56726"
"56751","56727"
"56751","56735"
"56754","56748"
"56754","56750"
"56754","56701"
"56755","58271"
"56755","56728"
"56755","56731"
"56755","56735"
"56756","56751"
"56756","56763"
"29204","29201"
"29204","29203"
"29204","29205"
"29204","29206"
"29204","29223"
"56757","56758"
"56757","58225"
"56757","56744"
"56757","56713"
"56757","56720"
"56757","56732"
"56757","56733"
"56758","56757"
"56758","56759"
"56758","56713"
"56758","56732"
"56758","56738"
"56759","56758"
"56759","56761"
"56759","56714"
"56759","56724"
"56759","56726"
"56759","56732"
"56759","56737"
"56759","56738"
"56760","56762"
"56760","56701"
"56760","56713"
"56760","56738"
"29205","29201"
"29205","29202"
"29205","29204"
"29205","29206"
"29205","29208"
"29205","29209"
"29205","29225"
"56761","56751"
"56761","56759"
"56761","56714"
"56761","56724"
"56761","56727"
"56762","56760"
"56762","56701"
"56762","56710"
"56762","56713"
"56762","56721"
"56762","56722"
"29206","29204"
"29206","29205"
"29206","29207"
"29206","29209"
"29206","29223"
"56763","56751"
"56763","56756"
"56763","56673"
"29207","29044"
"29207","29045"
"29207","29061"
"29207","29078"
"29207","29206"
"29207","29209"
"29207","29223"
"29207","29229"
"29208","29201"
"29208","29205"
"29208","29225"
"29209","29033"
"29209","29053"
"29209","29061"
"29209","29172"
"29209","29201"
"29209","29205"
"29209","29206"
"29209","29207"
"29210","29072"
"29210","29169"
"29210","29201"
"29210","29203"
"29210","29212"
"29212","29036"
"29212","29063"
"29212","29072"
"29212","29203"
"29212","29210"
"29223","29147"
"29223","29203"
"29223","29204"
"29223","29206"
"29223","29207"
"29223","29229"
"29225","29201"
"29225","29205"
"29225","29208"
"81132","81120"
"81132","81125"
"81132","81130"
"81132","81140"
"81132","81144"
"81132","81149"
"81132","81154"
"81133","81040"
"81133","81055"
"81133","81123"
"81133","81151"
"81133","81152"
"75773","75140"
"75773","75494"
"75773","75765"
"75773","75771"
"75773","75783"
"75773","75790"
"75773","75410"
"81136","81125"
"81136","81131"
"81136","81143"
"81136","81144"
"81136","81146"
"71220","71635"
"71220","71646"
"71220","71203"
"71220","71223"
"71220","71229"
"71220","71250"
"71220","71260"
"71220","71261"
"71220","71747"
"71220","71280"
"75778","75752"
"75778","75754"
"75778","75756"
"75778","75770"
"75779","75801"
"75779","75803"
"75780","75766"
"75780","75789"
"81138","87524"
"81138","81152"
"71222","71040"
"71222","71048"
"71222","71079"
"71222","71235"
"71222","71241"
"71222","71256"
"71222","71277"
"71223","71220"
"71223","71250"
"71223","71261"
"81140","81101"
"81140","81120"
"81140","81124"
"81140","81132"
"81140","81141"
"81140","81144"
"81140","81148"
"81140","81151"
"75783","75494"
"75783","75497"
"75783","75773"
"75783","75410"
"75783","75431"
"81141","81120"
"81141","81140"
"81141","81151"
"71225","71227"
"71225","71234"
"71225","71238"
"71225","71291"
"71225","71292"
"75784","75654"
"75784","75667"
"75784","75760"
"75784","75766"
"75784","75785"
"75784","75788"
"81143","81125"
"81143","81131"
"81143","81136"
"81143","81252"
"81143","81149"
"81143","81155"
"71226","71238"
"71226","71251"
"71226","71268"
"71226","71270"
"71226","71418"
"71226","71435"
"71226","71473"
"71227","71225"
"71227","71234"
"71227","71235"
"71227","71238"
"71227","71241"
"71227","71270"
"71229","71203"
"71229","71220"
"71229","71261"
"71229","71264"
"75785","75925"
"75785","75760"
"75785","75764"
"75785","75766"
"75785","75784"
"75785","75801"
"75785","75844"
"75788","75760"
"75788","75784"
"81144","81101"
"81144","81125"
"81144","81132"
"81144","81136"
"81144","81140"
"81144","81146"
"81146","81040"
"81146","81101"
"81146","81123"
"81146","81131"
"81146","81136"
"81146","81144"
"75789","75654"
"75789","75684"
"75789","75707"
"75789","75750"
"75789","75757"
"75789","75766"
"75789","75780"
"75789","75791"
"71232","71219"
"71232","71237"
"71232","71254"
"71232","71269"
"71232","71282"
"71232","71295"
"71232","71357"
"71233","71282"
"75790","75103"
"75790","75140"
"75790","75754"
"75790","75771"
"75790","75773"
"71234","71225"
"71234","71227"
"71234","71241"
"71234","71291"
"12814","12824"
"12814","12836"
"12814","12874"
"12814","12885"
"12814","12815"
"12815","12836"
"12815","12860"
"12815","12885"
"12815","12808"
"12815","12814"
"12815","12817"
"12816","12185"
"12816","12834"
"12816","12865"
"12816","12873"
"12816","05250"
"12816","05257"
"12816","12028"
"12816","12057"
"12816","12094"
"12817","12853"
"12817","12860"
"12817","12862"
"12817","12885"
"12817","12815"
"12819","12827"
"12819","12841"
"12819","12887"
"12821","12827"
"12821","12832"
"12821","12887"
"12822","12831"
"12822","12833"
"12822","12835"
"12822","12846"
"12822","12859"
"12822","12804"
"12822","12134"
"12823","12834"
"12823","12865"
"12823","12809"
"16701","16725"
"16701","16727"
"16701","16729"
"16701","16732"
"16701","16735"
"16701","16738"
"16701","16744"
"16701","16745"
"16701","16749"
"16701","14753"
"16701","14779"
"16701","14783"
"16701","16313"
"16701","16345"
"16701","16365"
"16720","15834"
"16720","15861"
"16720","17729"
"16720","17764"
"16720","17778"
"16720","16743"
"16720","16746"
"16720","16749"
"16720","16915"
"16720","16922"
"16724","16743"
"16724","16749"
"16725","16701"
"16726","16732"
"16726","16735"
"16726","16738"
"16726","16744"
"16726","16749"
"16727","16701"
"16727","16729"
"16727","14753"
"16727","14760"
"16728","16735"
"16728","16239"
"16728","16347"
"16729","16701"
"16729","16727"
"16729","16731"
"16729","16745"
"16729","14760"
"16730","16749"
"16731","16729"
"16731","16745"
"16731","16748"
"16731","16749"
"16731","16750"
"16731","14760"
"16731","14770"
"16732","16701"
"16732","16726"
"16732","16738"
"16732","16744"
"15640","15089"
"15641","15656"
"15641","15690"
"15642","15018"
"15642","15028"
"15642","15083"
"15642","15085"
"15642","15089"
"15642","15131"
"15642","15135"
"15642","15137"
"15642","15625"
"15642","15636"
"15642","15637"
"15642","15644"
"15642","15647"
"15642","15660"
"15642","15663"
"15642","15665"
"15642","15672"
"15642","15675"
"15642","15678"
"15642","15691"
"15642","15692"
"15642","15601"
"15642","15611"
"15642","15615"
"15642","15617"
"15644","15085"
"15644","15626"
"15644","15632"
"15644","15634"
"15644","15636"
"15644","15642"
"15644","15665"
"15644","15675"
"15644","15601"
"15644","15611"
"15644","15623"
"15646","15628"
"15646","15687"
"15646","15501"
"15646","15622"
"15647","15642"
"15650","15627"
"15650","15638"
"15650","15658"
"15650","15661"
"15650","15666"
"15650","15670"
"15650","15676"
"15650","15687"
"15650","15693"
"15650","15696"
"15650","15601"
"15650","15610"
"15650","15620"
"15650","15624"
"15655","15658"
"15655","15677"
"15655","15531"
"15656","15065"
"15656","15068"
"15656","15641"
"15656","15690"
"15656","15613"
"15656","16226"
"15656","16229"
"15658","15905"
"15658","15923"
"15658","15944"
"15658","15627"
"15658","15650"
"15658","15655"
"15658","15677"
"15658","15687"
"15658","15531"
"15660","15083"
"15660","15089"
"15660","15642"
"15661","15627"
"15661","15650"
"15661","15620"
"15662","15601"
"15663","15089"
"15663","15625"
"15663","15637"
"15663","15642"
"15663","15672"
"15663","15679"
"15665","15636"
"15665","15642"
"15665","15644"
"15665","15675"
"15665","15692"
"15666","15425"
"15666","15639"
"15666","15650"
"15666","15679"
"15666","15683"
"15666","15688"
"15666","15689"
"15666","15490"
"15666","15601"
"15666","15610"
"15666","15612"
"15666","15616"
"15666","15621"
"73032","73030"
"73032","73086"
"73033","73015"
"73033","73021"
"73033","73048"
"89421","89425"
"89421","97910"
"89421","97710"
"97001","97830"
"97001","97033"
"97001","97037"
"97001","97057"
"97001","97711"
"97001","97741"
"97001","97823"
"97002","97013"
"97002","97020"
"97002","97032"
"97002","97070"
"97002","97071"
"97002","97132"
"97002","97137"
"97004","97017"
"97004","97023"
"97004","97042"
"97004","97045"
"97005","97006"
"97005","97007"
"97005","97008"
"97005","97223"
"97005","97225"
"97005","97229"
"97006","97005"
"97006","97007"
"97006","97123"
"97006","97124"
"97006","97229"
"97007","97005"
"97007","97006"
